include,done,id,class,species,species by,species syn,species syn by,species alt,new name,TCM,historic,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,Taste/Smell,Heat,Major uses,Culinary,Medicinal,pharmaceutical,Pharma en,TCM2,ECMM,Hu zh,Hu en,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Column1,Indonesian,Malay,Persian,Column2
out,,,,Chenopodium botrys,,,,,,,,,,,,,,,,,Chenopodiaceae,Jerusalem oak; slimy anserine herb,,,,fresh herb,Eur; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chloranthus spicatus,,,,,,,,,,,,,,,,,Chloranthaceae,pearl orchid flower; chulan; cha ran,,,,flower; leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chrysanthemum × morifolium,,,,,,,,,,,,,,,,,Asteraceae,ju hua; florist chrysanthemum,,,,flower heads ,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chrysanthemum balsamita,,,,,,,,,,,,,,,,,Asteraceae,alecost; costmary,,,,herb,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chrysanthemum coronarium,,,,,,,,,,,,,,,,,Asteraceae,chop suey greens; crown daisy; garland chrysanthemum; garland daisy; tangho; Japanese greens,,,,leaf; seedlings,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chrysanthemum vulgare,,,,,,,,,,,,,,,,,Asteraceae,tansy,,,,leaf,Eur; Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Chrysopogon zizanioides (=Vetiveria zizanioides),,,,,,,,,,,,,,,,,Poaceae,vetiver (grass); cus cus (grass); khus khus (grass),,,,rhizome; root,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cichorium endivia,,,,,,,,,,,,,,,,,Asteraceae,endive,,,,leaf,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cinchona officinalis,,,,,,,,,,,,,,,,,Rubiaceae,quinine; chinabark; Peruvian bark; yellow cinchona; ledger bark; yellow bark,,,,bark,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cinchona pubescens,,,,,,,,,,,,,,,,,Rubiaceae,quinine; red cinchona; red Peruvian; red bark; Jesuit bark,,,,bark,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus × deliciosa,,,,,,,,,,,,,,,,,unknown,Mediterranean mandarin,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus × junos,,,,,,,,,,,,,,,,,Rutaceae,yuzu,,,,fruit,W China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus aurantiifolia,,,,,,,,,,,,,,,,,Rutaceae,lime; limon; key lime; Mexican lime; sour lime; Persian lime; West Indian lime,,,,fruit; leaves,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus aurantium,,,,,,,,,,,,,,,,,Rutaceae,bigarade; bitter orange; Seville orange; orange (American),,,,flower; peel; juice,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus bergamia,,,,,,,,,,,,,,,,,Rutaceae,bergamot; bergamot orange,,,,peel of ripe fruits,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus cavaleriei,,,,,,,,,,,,,,,,,Rutaceae,ichang papeda,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus hystrix,,,,,,,,,,,,,,,,,Rutaceae,lime leaf; makrut lime; papeda,,,,leaf; fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus jambhiri,,,,,,,,,,,,,,,,,Rutaceae,rough lemon,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus latifolia,,,,,,,,,,,,,,,,,Rutaceae,Tahiti lime; Persian lime; seedless lime,,,,fruit (juice); peel,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus limon,,,,,,,,,,,,,,,,,Rutaceae,lemon,,,,peel; fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus madurensis,,,,,,,,,,,,,,,,,Rutaceae,calamondin,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus medica var. medica,,,,,,,,,,,,,,,,,Rutaceae,citron; citron peel,,,,fruit,Trop As; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus medica var. sarcodactylis,,,,,,,,,,,,,,,,,Rutaceae,Buddha’s hand,,,,fruit; peel,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus myrtifolia,,,,,,,,,,,,,,,,,Rutaceae,myrtle leaf orange,,,,fruit; peel,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus nobilis,,,,,,,,,,,,,,,,,Rutaceae,king mandarin,,,,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus reticulata,,,,,,,,,,,,,,,,,Rutaceae,tangerine; mandarin; clementine; nartjie,,,,peeled fruit,E As; China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus sinensis,,,,,,,,,,,,,,,,,Rutaceae,orange; blood orange; navel orange; sweet orange; Valencia orange,,,,fruit; peel; flower,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus trifoliata (=Poncirus trifoliata),,,,,,,,,,,,,,,,,Rutaceae,trifoliate orange; citrangequat; Japanese bitter orange,,,,fruit,C & N China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Citrus unshiu,,,,,,,,,,,,,,,,,Rutaceae,satsuma mandarin; unshiu mikan,,,,fruit,Trop As; China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Clausena anisata,,,,,,,,,,,,,,,,,Rutaceae,horsewood; clausena,,,,leaf,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Clausena anisum-olens,,,,,,,,,,,,,,,,,Rutaceae,kayumanis; danglais,,,,leaf,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Clausena excavata,,,,,,,,,,,,,,,,,Rutaceae,pink lime-berry; Hollywood clausena,,,,leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Clausena lansium,,,,,,,,,,,,,,,,,Rutaceae,Chinese wampee; wampi,,,,leaf,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cleome gynandra,,,,,,,,,,,,,,,,,Capparaceae,African mustard; African spider flower,,,,leaf; fruit; seed,Afr; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cnidium monnieri,,,,,,,,,,,,,,,,,Apiaceae,snow parsley,,,,fruit,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Coffea canephora,,,,,,,,,,,,,,,,,Rubiaceae,robusta coffee; Congo coffee,,,,seed,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Coffea liberica,,,,,,,,,,,,,,,,,Rubiaceae,Liberian or Abeokuta coffee,,,,seed,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cola acuminata,,,,,,,,,,,,,,,,,Malvaceae,cola nut; abata cola,,,,seed,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cola nitida,,,,,,,,,,,,,,,,,Malvaceae,gbanja cola,,,,seed,Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Coluria geoides,,,,,,,,,,,,,,,,,Rosaceae,Siberian avens; clove root; clove oil plant,,,,root,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Corylus americana,,,,,,,,,,,,,,,,,Betulaceae,American hazelnut,,,,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Corylus avellana,,,,,,,,,,,,,,,,,Betulaceae,hazelnut,,,,seed,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Corylus colurna,,,,,,,,,,,,,,,,,Betulaceae,Turkish hazelnut,,,,seed,W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Corylus maxima,,,,,,,,,,,,,,,,,Betulaceae,filbert,,,,seed,Eur; C & W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cosmos sulphureus,,,,,,,,,,,,,,,,,Asteraceae,orange cosmos; yellow cosmos,,,,herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Costus afer,,,,,,,,,,,,,,,,,Zingiberaceae,ginger lily; spiral ginger,,,,rhizome,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Crambe maritima,,,,,,,,,,,,,,,,,Brassicaceae,seakale; sea kale,,,,leaf,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Crateva religiosa,,,,,,,,,,,,,,,,,Capparaceae,garlic pear; sacred barma; temple tree,,,,fruit,Madag,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Crateva tapia,,,,,,,,,,,,,,,,,Capparaceae,tapia fruit; payagua,,,,fruit,Madag,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cryptocarya moschata,,,,,,,,,,,,,,,,,Lauraceae,Brazilian nutmeg; (South) American nutmeg,,,,seed,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cryptotaenia japonica,,,,,,,,,,,,,,,,,Apiaceae,mitsuba; Japanese parsley,,,,fresh leaf,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cunila origanoides,,,,,,,,,,,,,,,,,Lamiaceae,American dittany; frost flower; Maryland dittany; mountain dittany; stone mint,,,,herb,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cunila spicata,,,,,,,,,,,,,,,,,Lamiaceae,(American) stone mint,,,,herb,N Am; C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Curcuma amada,,,,,,,,,,,,,,,,,Zingiberaceae,mango ginger,,,,rhizome,S As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Curcuma aromatica,,,,,,,,,,,,,,,,,Zingiberaceae,Bombay or Indian arrowroot; wild turmeric; yellow zedoary,,,,rhizome,S As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Curcuma longa (=C. domestica),,,,,,,,,,,,,,,,,Zingiberaceae,turmeric,,,,rhizome,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Curcuma mangga,,,,,,,,,,,,,,,,,Zingiberaceae,Indonesian mango ginger,,,,rhizome,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon flexuosus,,,,,,,,,,,,,,,,,Poaceae,East Indian lemongrass; Malabar lemongrass; Cochin grass,,,,leaf,S As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon iwarancusa,,,,,,,,,,,,,,,,,Poaceae,karnkusa grass; khavi grass,,,,leaf,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon martinii,,,,,,,,,,,,,,,,,Poaceae,ginger grass; rosha grass; palmarosa grass,,,,leaf,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon nardus,,,,,,,,,,,,,,,,,Poaceae,citronella; Ceylon citronella; nard grass,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon schoenanthus,,,,,,,,,,,,,,,,,Poaceae,camel grass; geranium grass,,,,leaf,N Afr; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cymbopogon winterianus,,,,,,,,,,,,,,,,,Poaceae,Java citronella; Java lemongrass,,,,leaf,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Cynometra cauliflora,,,,,,,,,,,,,,,,,Leguminosae,katak puru; nam nam; puki; puru,,,,cooked fruits,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Decalepsis hamiltonii,,,,,,,,,,,,,,,,,Apocynaceae,mahali kizhangu,,,,root,S As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Deianira nervosa,,,,,,,,,,,,,,,,,Gentianaceae,Deianiraktaut,,,,herb,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dianthus caryophyllus,,,,,,,,,,,,,,,,,Caryophyllaceae,carnation; clove pink; gilly flower,,,,flower,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dicypellium caryophyllatum,,,,,,,,,,,,,,,,,Lauraceae,clove bark; pinkwood bark,,,,bark,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dillenia indica,,,,,,,,,,,,,,,,,Dilleniaceae,chalta tree; elephant apple,,,,fruit pulp,Ind; C Malay,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Diplotaxis tenuifolia,,,,,,,,,,,,,,,,,Brassicaceae,wild rocket,,,,leaf,Eu,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dipteryx odorata,,,,,,,,,,,,,,,,,Leguminosae,tonka; tonka bean,,,,seed,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dorystaechus hastata,,,,,,,,,,,,,,,,,Lamiaceae,Turkish lavender,,,,herb,SW Turkey,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dracocephalum moldavica,,,,,,,,,,,,,,,,,Lamiaceae,Moldavian balm; dragon’s head,,,,leaf; herb,E Eur; E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Dracontomelon dao,,,,,,,,,,,,,,,,,Anacardiaceae,argus pheasant,,,,fruit; leaf; flower,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Drimys lanceolata,,,,,,,,,,,,,,,,,Winteraceae,pepper tree; Australian pepper tree; mountain pepper; Tasmania pepper,,,,fruit,Tasmania; Aus,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Drimys piperita,,,,,,,,,,,,,,,,,Winteraceae,South American mountain pepper,,,,fruit,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Drimys winteri,,,,,,,,,,,,,,,,,Winteraceae,drimys bark; winter’s bark,,,,bark,S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Echinophora tenuifolia,,,,,,,,,,,,,,,,,Apiaceae,prickly parsnip,,,,leaf; stalk,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Elsholtzia ciliata,,,,,,,,,,,,,,,,,Lamiaceae,common elsholtzia; Vietnamese balm,,,,herb,C & E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Embelia philippinensis,,,,,,,,,,,,,,,,,Myrsinaceae,woody vine,,,,leaf,Philipp,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Emilia javanica,,,,,,,,,,,,,,,,,Asteraceae,tassel flower,,,,leaf; root,Trop Afr; Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Eruca sativa,,,,,,,,,,,,,,,,,Brassicaceae,rocket; arugula,,,,leaf; seed,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Eryngium foetidum,,,,,,,,,,,,,,,,,Apiaceae,culantro; eryngo; sawtooth coriander,,,,leaf; root,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Escobedia scabrifolia,,,,,,,,,,,,,,,,,Scrophulariaceae,saffron of Andes; saffron root,,,,root,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Etlingera elatior (=Phaeomeria magnifica),,,,,,,,,,,,,,,,,Zingiberaceae,torch ginger; Philippine wax flower,,,,flower bud ,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Eupatorium cannabinum,,,,,,,,,,,,,,,,,Asteraceae,hemp agrimony,,,,leaf; herb,Eur; Med; C As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ferula foetida,,,,,,,,,,,,,,,,,Apiaceae,asafoetida; fetida,,,,gum,W As (Iran),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ferula gummosa,,,,,,,,,,,,,,,,,Apiaceae,galbanum,,,,gum,W As (Iran),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Ferula narthex,,,,,,,,,,,,,,,,,Apiaceae,asafoetida,,,,gum,Afghanistan,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Filipendula ulmaria,,,,,,,,,,,,,,,,,Rosaceae,meadow sweet; dropwort,,,,flower,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Fortunella crassifolia,,,,,,,,,,,,,,,,,Rutaceae,large round kumquat; meiwa kumquat,,,,fruit,China,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Fortunella hindsii,,,,,,,,,,,,,,,,,Rutaceae,Hongkong wild kumquat; Formosan kumquat,,,,fruit,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Fortunella japonica,,,,,,,,,,,,,,,,,Rutaceae,round kumquat; marumi kumquat,,,,fruit,E As (China),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Fortunella margarita,,,,,,,,,,,,,,,,,Rutaceae,oval kumquat; nagami kumquat,,,,fruit,E As (China),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Fortunella polyandra,,,,,,,,,,,,,,,,,Rutaceae,Malayan kumquat; hedge lime,,,,fruit,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Galipea officinalis,,,,,,,,,,,,,,,,,Rutaceae,angostura,,,,bark,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Galium odoratum,,,,,,,,,,,,,,,,,Rubiaceae,sweet woodruff; woodruff asperule,,,,fresh herb,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Garcinia atroviridis,,,,,,,,,,,,,,,,,Clusiaceae,asam gelungor,,,,fruit,NE Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,Garcinia gummi-guta,,G. cambogia,,,,,,,,,,,,,,,Clusiaceae,Malabar tamarind; cambodge; goraga,,,,fruit,Ind,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
