include,done,symp,id,class,desc,species,species by,species syn,species syn by,species alt,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,TCM,TCM DB,Ayurveda,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,pharmaceutical,pharma en,TCM name,ECMM,medicinal group,meridian,action,Hu zh,Hu en,Extra
out,,yes,Saffron,medicine,Dried stigma of Crocus sativus L. (Fam. Iridaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,西紅花,xīhónghuā,sai1 hung4 faa1 ,,,,,,,,,,,,,,,,,Croci Stigma,,,,Blood-activating menstruation regulating medicinal,sweet; neutral,"Liver, Heart",,,
out,,yes,Sappan Wood,medicine,Dried heart wood of trunk of Caesalpinia sappan L. (Fam. Leguminosae),,,,,,https://powo.science.kew.org/taxon/481889-1,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蘇木,sūmù,sou1 muk6 ,,,,,,,,,,,,,,,,,Sappan Lignum,,,,Blood-activating trauma-curing medicinal,"sweet, salty; neutral","Heart, Liver, Spleen",,,
out,,yes,sesame,oil-seed,,Sesamum indicum,L.,,,,https://powo.science.kew.org/taxon/675971-1,,,,,,,,,Pedaliaceae,sesame; sesam,,,black sesame,dried ripe seed,Afr; Ind,,10.0,76.0,van_wyk_culinary_2014,Asia,India,"Assam, Bangladesh, India, West Himalaya",4,"Afghanistan, Alabama, Andaman Is., Angola, Belize, Benin, Bolivia, Borneo, Brazil North, Bulgaria, Burkina, Burundi, California, Cambodia, Cameroon, Caroline Is., Central African Repu, Chad, China South-Central, China Southeast, Comoros, Congo, Costa Rica, Cuba, Cyprus, East Himalaya, Egypt, El Salvador, Eritrea, Ethiopia, Fiji, Florida, French Guiana, Gabon, Galápagos, Gambia, Georgia, Ghana, Greece, Guatemala, Guinea, Guinea-Bissau, Guyana, Hainan, Honduras, Iran, Ivory Coast, Japan, Jawa, Kazakhstan, Kenya, Korea, Krym, KwaZulu-Natal, Laos, Lebanon-Syria, Lesser Sunda Is., Liberia, Libya, Louisiana, Madagascar, Malawi, Malaya, Mali, Marianas, Massachusetts, Mauritania, Mauritius, Mexico Gulf, Mexico Southwest, Missouri, Morocco, Mozambique, Myanmar, Nepal, New Jersey, New York, Nicobar Is., Niger, Nigeria, Northern Provinces, Ohio, Oman, Pakistan, Pennsylvania, Peru, Philippines, Rwanda, Saudi Arabia, Senegal, Sierra Leone, Somalia, South Carolina, South European Russi, Spain, Sri Lanka, Sudan, Sulawesi, Sumatera, Suriname, Swaziland, Tadzhikistan, Tanzania, Texas, Thailand, Togo, Transcaucasus, Trinidad-Tobago, Turkey, Turkey-in-Europe, Uganda, Ukraine, Uzbekistan, Venezuela, Vietnam, Wisconsin, Yemen, Yugoslavia, Zambia, Zaïre, Zimbabwe",121,125.0,30.25,"China, El-Salvador, Ethiopia, Guatemala, India, Mexico, Nicaragua",,,yes,polyu-tcm,,,0,,,,III 58,yes,,,,,sesame,,,,,,,黑芝麻,hēizhīmá,black-sesame,,,,,,szezámmag,,,,,,,,,,,Semen Sesami,,,,,,,,,
in,,yes,star anise,spice,,Illicium verum,Hook.f.,,,,https://powo.science.kew.org/taxon/554553-1,https://www.ipni.org/n/554553-1,http://www.theplantlist.org/tpl1.1/record/kew-2861915,https://www.gbif.org/species/2889756,https://www.tropicos.org/name/50079582,https://eol.org/pages/484056,http://www.worldfloraonline.org/taxon/wfo-0000730107,https://www.ncbi.nlm.nih.gov/data-hub/taxonomy/124778/,124778,Schisandraceae,star anise; Chinese star anise; Chinese anise,,,,pericarp,SE. China; Vietnam,,18.0,106.0,van_wyk_culinary_2023,Asia,South China; Vietnam,"China Southeast, Vietnam",2,"Cambodia, China South-Central",2,4.0,1.0,"China, Laos, Vietnam, Korea, Japan, Taiwan, Hainan, Philippines (POWO)",orange brown,,,,,"bitter, licorice-like",3,"meats, desserts; colic",,,NA (II 117),,,,,https://www.britannica.com/plant/star-anise,star anise,,,八角,,八角,,八角,bājiǎo,octagon,,يانسون نجمي,yānsūn najmī,star anise,,csillagánizs,star-anise,,,चक्रफूल,,,,bunga lawang,,,Fructus Anisi stellati,Chinese Star Anise,八角茴香,,,,,,,
in,,yes,turmeric,spice,,Curcuma longa,L.,C. domestica,Valeton,,https://powo.science.kew.org/taxon/796451-1,,http://www.theplantlist.org/tpl1.1/record/kew-235249,,,,,,136217,Zingiberaceae,turmeric,,,,rhizome,India,,12.0,79.0,van_wyk_culinary_2019,Asia,India,India,1,"Andaman Is., Assam, Bangladesh, Belize, Borneo, Cambodia, Caroline Is., China South-Central, China Southeast, Comoros, Congo, Cook Is., Costa Rica, Cuba, Dominican Republic, East Himalaya, Easter Is., Fiji, Gilbert Is., Guinea-Bissau, Gulf of Guinea Is., Haiti, Hawaii, Ivory Coast, Jawa, Leeward Is., Lesser Sunda Is., Malaya, Marquesas, Mauritius, Myanmar, New Caledonia, New Guinea, Nicobar Is., Philippines, Pitcairn Is., Puerto Rico, Queensland, Réunion, Samoa, Society Is., Solomon Is., Sri Lanka, Sumatera, Taiwan, Thailand, Tibet, Tonga, Trinidad-Tobago, Tuamotu, Tubuai Is., Vietnam, Windward Is.",53,54.0,53.0,"China, Honduras, India, Indonesia, Jamaica",orange-yellow,,,,,"warm, acrid, bitter",3,"curries, dye; antiseptic",,,II 178,,,,,https://www.britannica.com/plant/turmeric,turmeric,,,姜黄,,姜黄,,薑黃,jiānghuáng,ginger-yellow,黃薑 \textit{huángjiāng} [yellow-ginger],كركم,kurkum,,,kurkuma,,,,,,,,,,,Rhizoma Curcumae (Longae),Turmeric,薑黃,,,,,,,
out,,yes,Turmeric,,Dried rhizome of Curcuma longa L. (Fam. Zingiberaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,薑黃,jiānghuáng,goeng1 wong4 ,,,,,,,,,,,,,,,,,Curcumae Longae Rhizoma,,,,Blood-activating analgesic medicinal,"pungent, bitter; warm","Liver, Spleen",,,
out,,yes,Turmeric Root Tuber,medicine,"Dried root tuber Curcuma wenyujin Y.H. Chen et C. Ling, Curcuma longa L., Curcuma kwangsiensis S.G. Lee et C.F. Liang or Curcuma phaeocaulis Val. (Fam. Zingiberaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鬱金,yùjīn,wat1 gam1 ,,,,,,,,,,,,,,,,,Curcumae Radix,,,,Blood-activating analgesic medicinal,"pungent, bitter; cold","Liver, Heart, Lung",,,
out,,yes,Zedoray Rhizome,medicine,"Dried rhizome of Curcuma phaeocaulis Val., Curuma kwangsiensis S.G. Lee et C.F. Liang or Curcuma wenyujin Y.H. Chen et C. Ling (Fam. Zingiberaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,莪朮,éshù,ngo4 ? ,,,,,,,,,,,,,,,,,Curcumae Rhizoma,,,,Blood-breaking mass eliminating medicinal,"pungent, bitter; warm","Liver, Spleen",,,
out,,yes,Zingiber (Dried Ginger),medicine,Dried rhizome of Zingiber officinale (Willd.) Rosc. (Fam. Zingiberaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,乾薑,gānjiāng,kin4 goeng1 ,,,,,,,,,,,,,,,,,Zingiberis Rhizoma,,,,Interior-warming medicinal,pungent; hot,"Heart, Lung, Kidney, Stomach",,,
out,,,Abalone Shell,medicine,"Shell of Haliotis diversicolor Reeve, Holiotis discus hannai Ino, Haliotis ovina Gmelin, Haliotis ruber (Leach), Haliotis asinina Linnaeus or Haliotis laevigata (Donovan) (Fam. Haliotidae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,石決明,shíjuémíng,sek6 kyut3 ming4 ,,,,,,,,,,,,,,,,,Haliotidis Concha,,,,Liver-pacifying and wind-extinguishing medicinal,salty; cold,Liver,,,
out,,,agalloch,,,,https://en.wiktionary.org/wiki/agalloch,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,agarwood,incense,,Aquilaria agallocha,,,,,,,,,,,,,,Thymelaeaceae,agar wood; eagle wood,,,,wood,As,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,agarwood,aloeswood,,,,,,,,,,,,,,,檀木,عود,,,,,,,,,,,,,,,,,,,,,,,,
out,,,aji,,,Capsicum baccatum,,,,,,,,,,,,,,Solanaceae,aji; Peruvian pepper,,,,fruit,S Am (Bolivia),,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,ajowan,spice,,Trachyspermum ammi,(L.) Sprague,Carum copticum ,(L.) Benth. & Hook.f. ex Hiern,syn also: T. copticum (L.) Link,https://powo.science.kew.org/taxon/849765-1,,,,,,,,,Apiaceae/Umbelliferae,ajowan; ajwain; carom; ajowan caraway; thymol seeds; bishop's weed; omum; omam; white cumin; Ethiopian caraway,,,,fruit,Egypt; Ethiopia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Akebia Fruit,medicine,"Dried nearly ripe fruit of Akebia quinata (Thunb.) Decne., Akebia trifoliata (Thunb.) Koidz., Akebia trifoliata (Thunb.) Koidz. var. australis (Diels) Rehd. (Fam. Lardizabalaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,預知子,yùzhīzǐ,jyu6 zi1 zi2 ,,,,,,,,,,,,,,,,,Akebiae Fructus,,,,Qi-regulating medicinal,bitter; cold,"Liver, Gallbladder, Stomach",,,
out,,,Akebia Stem,medicine,"Dried stem of Akebia quinata (Thunb.) Decne., Akebia trifoliata (Thunb.) Koidz, Akebia trifoliata (Thunb.)Koidz. var. australis (Diels)Rehd. (Fam. Lardizabalaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,木通,mùtōng,muk6 tung1 ,,,,,,,,,,,,,,,,,Akebiae Caulis,,,,Strangury-relieving diuretic medicinal,bitter; slightly cold,"Heart, Small intestine, Bladder",,,
out,,,Albizia Flower,medicine,Dried inflorescence of Albizia julibrissin Durazz. (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,合歡花,héhuānhuā,hap6 fun1 faa1 ,,,,,,,,,,,,,,,,,Albiziae Flos,,,,Heart-nourishing tranquillizing medicinal,sweet; neutral,"Heart, Liver",,,
in,,,allspice,spice,,Pimenta dioica,(L.) Merr.,P. officinalis,Lindl.,,https://powo.science.kew.org/taxon/196799-2,,http://www.theplantlist.org/tpl1.1/record/kew-156136,,,,,,375272,Myrtaceae,allspice; pimento; Jamaican pepper,,,,unripe fruit; leaf,S. Mexico to C. America; Caribbean,JM,18.0,-77.0,van_wyk_culinary_2026,Americas,Central America,"Bahamas, Belize, Cayman Is., Costa Rica, Cuba, Dominican Republic, Guatemala, Honduras, Jamaica, Mexico Gulf, Mexico Southeast, Mexico Southwest, Nicaragua",13,"Bermuda, Caroline Is., Colombia, El Salvador, Florida, Hawaii, Puerto Rico, Society Is., Southwest Caribbean, Trinidad-Tobago, Venezuela",11,24.0,0.8461538461538461,"Jamaica, Mexico",dark brown,,,,,"pungent, mixed, spicy",4,"pickles, wines, desserts, liquors",jerk,,II 174,210,,,West Indies; Greater Antilles,https://www.britannica.com/plant/allspice,allspice,pimento; Jamaica pepper,allspice tree,多香果粉 (plant: 多香果树; 众香树),多香果,多香果,,多香果,duōxiāngguǒ,many-spice-fruit,,فلفل إفرنجي,fulful ifranjī,European pepper,,szegfűbors,clove-pepper,\textit{jamaicaibors} [Jamaican-pepper]; \textit{amomummag} [amomum-seed],vegyesfűszer,गंधद्रव्य?,gandhadravya,,,,,,"Fructus Amomi, Fructus Pimentae",,,,,,,,,
out,,,almond,,,Prunus dulcis,,P. amygdalis,,,,,,,,,,,,Rosaceae,almond,,,,seed,W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,ambergris,aromatic,,"Animalia, from the sperm whale Physeter macrocephalus",L.,,,,,,,,,,,,,Physeteridae,,,,,"waxy, flammable substance from the gastrointestinal tract",cosmopolitan,,,,,,,,,,,,,,grey,,,,,"fecal, later sweet",x,perfumery,,,,no,,,Ibn Battuta; Moby Dick,https://www.britannica.com/science/ambergris,ambergris,,sperm whale,,,龙涎香,,龍涎香,lóngxiánxiāng,dragon-saliva-fragrance,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%B6%8E%E9%A6%99,عنبر,ʿambar,,,ámbra,,,,,,,,,,,,,,,,,,,,
out,,,American Ginseng,medicine,Dried root of Panax quinquefolium L. (Fam. Aralianceae),,,,,,https://powo.science.kew.org/taxon/300467-2,,,,,,,,,,,,,,,North Am.,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,西洋參,xīyángcān,sai1 joeng4 sam1 ,,,,,,,,,,,,,,,,,Panacis Quinquefolii Radix,,,,Qi-tonifying medicinal,"slightly bitter, sweet; cool","Heart, Lung, Kidney",,,
out,,,ammi?,,,Ammi majus,,,,,,,,,,,,,,Apiaceae,false bishop’s weed; greater ammi; lady’s lace,,,,fruit,Med; NE Afr,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naankhawaat,,,,,,,,,,,,,,,,,,,,,,,,
out,,,amomum,spice,,Amomum spp.,Roxb.,,,,,,,,,,,,,Zingiberaceae,,,,"amomum, black cardamom",,Asia,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,anatto,,,Bixa orellana,,,,,,,,,,,,,,Bixaceae,an(n)atto; achiote; roucou,,,,seed,Trop Am,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,angelica,,,Angelica archangelica,,,,,,,,,,,,,,Apiaceae/Umbelliferae,angelica; garden angelica; archangel,,,,root; fruit; stem,Eur; As,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,,,anise,spice,,Pimpinella anisum,L.,,,,https://powo.science.kew.org/taxon/846658-1,,http://www.theplantlist.org/tpl1.1/record/kew-2402426,,,,,,271192,Apiaceae/Umbelliferae,anise; aniseed,,,,fruit; oil,E. Mediterranean; W. Asia,TR,39.0,35.0,van_wyk_culinary_2027,E. Med.,East Mediterranean,"Cyprus, Lebanon-Syria, Palestine, Turkey",4,"Argentina Northeast, Argentina Northwest, Austria, Bangladesh, Belarus, Brazil South, Bulgaria, Czechoslovakia, Denmark, East Aegean Is., France, Germany, Greece, Guatemala, Hungary, India, Iraq, Italy, Kazakhstan, Kriti, Laos, Leeward Is., Massachusetts, Michigan, Morocco, Norway, Oman, Poland, Portugal, Romania, South European Russi, Spain, Sweden, Tadzhikistan, Trinidad-Tobago, Tunisia, Turkmenistan, Ukraine, Uzbekistan, Venezuela, Xinjiang, Yugoslavia",42,46.0,10.5,"Turkey, Egypt, Spain, Russia, Italy, etc.",light brown,,,,,"licorice-like, sweet",1,"pastries, candies, liquors",,,II 93,212,,,"Cult: Turkey, Egypt, Spain, Russia, Italy, India, Greece, Northern Africa, Argentina, Malta, Romania, Syria",https://www.britannica.com/plant/anise,anise,aniseed,,"大茴香, 大茴香籽",茴芹,茴芹,,茴芹,huíqín,anise-celery,,أنيسون,anīsūn,,{يانسون} \textit{yānsūn},ánizs,,,közönséges ánizs; illatos ánizs; fűszeránizs,मोटी सौंफ़,moti saunf,fat fennel,,adas manis,,بادیان رومی، انیسون,Fructus Anisi,,,,,,,,,
out,,,Antelope Horn,medicine,Horn of Saiga tatarica Linnaeus (Fam. Bovidea),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,羚羊角,língyángjiǎo,ling4 joeng4 gok3 ,,,,,,,,,,,,,,,,,Saigae Tataricae Cornu,,,,Liver-pacifying and wind-extinguishing medicinal,salty; cold,"Liver, Heart",,,
out,,,Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb,medicine,"Dried pseudobulb of Cremastra appensiculata (D.Don) Makino, Pleione bulbocodioides (Franch.) Rolfe or Pleione yunnanensis Polfe (Fam. Orchidaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,山慈菇,shāncígū,saan1 ci4 gu1 ,,,,,,,,,,,,,,,,,Cremastrae Seu Pleiones Pseudobulbus,,,,Heat-clearing and detoxicating medicinal,"sweet, slightly pungent; cool","Liver, Spleen",,,
out,,,Arc Shell,medicine,"Shell of Arca subcrenata Lischke, Arca gransa Linnaeus or Arca inflata Reeve (Fam. Arcidae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,瓦楞子,wǎléngzǐ,ngaa5 ? zi2 ,,,,,,,,,,,,,,,,,Arcae Concha,,,,Phlegm resolving medicinal,salty; neutral,"Lung, Stomach, Liver",,,
out,,,Argy Wormwood Leaf,medicine,Dried leaf of Arthemisia argyi Lévl.et Vant. (Fam. Compositae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,艾葉,àiyè,ngaai6 jip6 ,,,,,,,,,,,,,,,,,Artemisiae Argyi Folium,,,,Meridian-warming hemostatic medicinal,"pungent, bitter; warm; slightly toxic","Liver, Spleen, Kidney",,,
out,,,Armand Clematis Stem,medicine,Dried lianoid stem of Clematis armandii Franch. or Clematis montana Buch.-Ham. (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,川木通,chuānmùtōng,cyun1 muk6 tung1 ,,,,,,,,,,,,,,,,,Clematidis Armandii Caulis,,,,Strangury-relieving diuretic medicinal,"bland, bitter; cold","Heart, Lung, Small intestine, Bladder",,,
out,,,Arnebia Root,medicine,Dried root of Arnebia euchroma (Royle) Johnst. or Arnebia guttata Bunge (Fam. Boraginaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,紫草,zǐcǎo,zi2 cou2 ,,,,,,,,,,,,,,,,,Arnebiae Radix,,,,Heat-clearing and blood-cooling medicinal,"sweet, salty; cold","Liver, Heart",,,
out,,,Ash Bark,medicine,"Dried branch bark or stem bark of Fraxinus rhynchophylla Hance, Fraxinus chinensis Roxb., Fraxinus szaboana Lingelsh. or Fraxinus stylosa Lingelsh. (Fam. Oleanaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,秦皮,qínpí,ceon4 pei4 ,,,,,,,,,,,,,,,,,Fraxini Cortex,,,,Heat-clearing and dampness-drying medicinal,"bitter, astringent; cold","Liver, Gallbladder, Large intestine",,,
out,,,Asiatic Cornelian Cherry Fruit,medicine,Dried ripe sarcocarp of Cornus officinalis Sieb. et Zucc. (Fam. Cornaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,山茱萸,shānzhūyú,saan1 zyu1 jyu4 ,,,,,,,,,,,,,,,,,Corni Fructus,,,,Astringent medicinal,"astringent, sour; slightly warm","Liver, Kidney",,,
out,,,Asiatic Pennywort Herb,medicine,Dried herb of Centella asiatica (L.) Urb. (Fam. Umbelliferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,積雪草,jīxuěcǎo,zik1 syut3 cou2 ,,,,,,,,,,,,,,,,,Centellae Herba,,,,Dampness-draining anti-icteric medicinal,"bitter, pungent; cold","Liver, Spleen, Kidney",,,
out,,,Atractylodes Rhizome,medicine,Dried rhizome of Atractylodes lancea (Thunb.) DC. or Atractylodes cinensis (DC.) Koidz. (Fam. Compositae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蒼朮,cāngshù,cong1 ? ,,,,,,,,,,,,,,,,,Atractylodis Rhizoma,,,,Dampness-resolving medicinal,"pungent, bitter; warm","Liver, Spleen, Stomach",,,
out,,,Baical Skullcap Root,medicine,Dried root of Scutellaria baicalensis Georgi (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,黃芩,huángqín,wong4 ? ,,,,,,,,,,,,,,,,,Scutellariae Radix,,,,Heat-clearing and dampness-drying medicinal,bitter; cold,"Spleen, Lung, Gallbladder, Small intestine, Large intestine",,,
out,,,Bamboo Shavings,medicine,"Dried middle shavings of Bambusa tuldoides Munro, Sinocalamus beecheyanus (Munro) McClure var. pubescens P.F. Li or Phyllostachys nigra (Lodd.) Munro var. henonis (Mitf.) Stapf ex Rendle (Fam. Graminae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,竹茹,zhúrú,zuk1 jyu4 ,,,,,,,,,,,,,,,,,Bambusae in Taenia Caulis,,,,Phlegm resolving medicinal,sweet; slightly cold,"Lung, Stomach",,,
out,,,Baphicacanthus Root,medicine,Dried rhizome and root of Baphicacanthus cusia (Nees) Bremek. (Fam. Acanthaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,南板藍根,nánbǎnlángēn,naam4 baan2 laam4 gan1 ,,,,,,,,,,,,,,,,,Baphicacanthis Cusiae Rhizoma et Radix,,,,Heat-clearing and detoxicating medicinal,bitter; cold,"Heart, Stomach",,,
out,,,Barbary Wolfberry Fruit,medicine,Dried ripe fruit of Lycium barbarum L. (Fam. Solanaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,枸杞子,jǔqǐzǐ,gau2 gei2 zi2 ,,,,,,,,,,,,,,,,,Lycii Fructus,,,,Yin-tonifying medicinal,sweet; neutral,"Liver, Kidney",,,
out,,,Barbated Skullcup Herb,medicine,Dried herb of Sctutellaria barbata D. Don (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,半枝蓮,bànzhīlián,bun3 zi1 lin4 ,,,,,,,,,,,,,,,,,Scutellariae Barbatae Herba,,,,Heat-clearing and detoxicating medicinal,"sweet, bitter; cold","Liver, Lung, Kidney",,,
out,,,basil,herb,,Ocimum basilicum,,,,,,,,,,,,,,Lamiaceae,sweet basil; basil; common basil lemon basil,,,,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,bay leaf,herb,,Laurus nobilis,L.,,,,,,,,,,,,,Lauraceae,laurel; bay leaf; bay laurel; sweet bay,,,,leaf; frui,Med,,,,van_wyk_culinary_2014,,,,,,1,,,,,,,,,,,,,,I 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,bdellium,incense,,Commiphora wightii,,,,,,,,,,,,,,,,,,,resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false myrrh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Beautiful Sweetgum Fruit,medicine,Dried ripe infructescences of Liquidambar formosana Hance. (Fam. Hamamelidaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,路路通,lùlùtōng,lou6 lou6 tung1 ,,,,,,,,,,,,,,,,,Liquidamibris Fructus,,,,Wind-dampness-dispelling and cold-dispersing medicinal,bitter; neutral,"Liver, Kidney",,,
out,,,bell pepper,vegetable,,Capsicum anuum var. Grossum,,,,,,,,,,,,,,Solanaceae,bell pepper; sweet pepper,,,,fruit,C Am,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Belvedere Fruit,medicine,Dried ripe fruit of Kochia scoparia (L.) Schrad. (Fam. Chenopodiaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,地膚子,dìfūzǐ,dei6 fu1 zi2 ,,,,,,,,,,,,,,,,,Kochiae Fructus,,,,Heat-clearing and dampness-drying medicinal,"pungent, bitter; cold",Kidney,,,
out,,,benzoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wiktionary.org/wiki/%E5%AE%89%E6%81%AF%E9%A6%99#Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,bergamot,,,Monarda spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Betel pepper,,,Piper betel,,,,,,,,,,,,,,Piperaceae,,,,,,,,,,amar_arabian_2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taanbuul,,,,,,,,,,,,,,,,,,,,,,,,
